0.0	186.0
0.01	186.0
0.02	186.0
0.03	186.0
0.04	186.0
0.05	186.0
0.06	186.0
0.07	186.0
0.08	186.0
0.09	186.0
0.1	186.0
0.11	186.0
0.12	186.0
0.13	186.0
0.14	186.0
0.15	186.0
0.16	186.0
0.17	186.0
0.18	186.0
0.19	186.0
0.2	186.0
0.21	186.0
0.22	186.0
0.23	186.0
0.24	186.0
0.25	186.0
0.26	186.0
0.27	186.0
0.28	186.0
0.29	186.0
0.3	186.0
0.31	186.0
0.32	186.0
0.33	186.0
0.34	186.0
0.35	186.0
0.36	186.0
0.37	186.0
0.38	186.0
0.39	186.0
0.4	186.0
0.41	186.0
0.42	186.0
0.43	186.0
0.44	186.0
0.45	186.0
0.46	186.0
0.47	186.0
0.48	186.0
0.49	186.0
0.5	186.0
0.51	186.0
0.52	186.0
0.53	186.0
0.54	186.0
0.55	186.0
0.56	186.0
0.57	186.0
0.58	186.0
0.59	186.0
0.6	186.0
0.61	186.0
0.62	186.0
0.63	186.0
0.64	186.0
0.65	186.0
0.66	186.0
0.67	186.0
0.68	186.0
0.69	186.0
0.7	186.0
0.71	186.0
0.72	186.0
0.73	186.0
0.74	186.0
0.75	186.0
0.76	186.0
0.77	186.0
0.78	186.0
0.79	186.0
0.8	186.0
0.81	186.0
0.82	186.0
0.83	186.0
0.84	186.0
0.85	186.0
0.86	186.0
0.87	186.0
0.88	186.0
0.89	186.0
0.9	186.0
0.91	186.0
0.92	186.0
0.93	186.0
0.94	186.0
0.95	186.0
0.96	186.0
0.97	186.0
0.98	186.0
0.99	186.0
