0,0,1,45
1,0,1,45
2,0,1,46
3,0,1,47
4,0,1,54
5,0,1,61
6,0,1,51
7,0,1,45
8,0,1,49
9,0,1,42
10,0,1,45
11,0,1,53
12,0,1,54
13,0,1,46
14,0,1,60
15,0,1,46
16,0,1,55
17,0,1,51
18,0,1,43
19,0,1,41
20,0,1,57
21,0,1,43
22,0,1,38
23,0,1,45
24,0,1,48
25,0,1,47
26,0,1,50
27,0,1,47
28,0,1,39
29,0,1,38
30,0,1,43
31,0,1,38
32,0,1,56
33,0,1,48
34,0,1,48
35,0,1,43
36,0,1,47
37,0,1,40
38,0,1,50
39,0,1,43
40,0,1,43
41,0,1,45
42,0,1,51
43,0,1,41
44,0,1,42
45,0,1,44
46,0,1,50
47,0,1,42
48,0,1,44
49,0,1,37
50,0,1,49
51,0,1,45
52,0,1,51
53,0,1,40
54,0,1,53
55,0,1,53
56,0,1,51
57,0,1,51
58,0,1,38
59,0,1,47
60,0,1,35
61,0,1,31
62,0,1,53
63,0,1,41
64,0,1,53
65,0,1,50
66,0,1,40
67,0,1,42
68,0,1,60
69,0,1,43
70,0,1,41
71,0,1,41
72,0,1,38
73,0,1,50
74,0,1,54
75,0,1,43
76,0,1,40
77,0,1,39
78,0,1,44
79,0,1,45
80,0,1,48
81,0,1,36
82,0,1,43
83,0,1,47
84,0,1,41
85,0,1,52
86,0,1,48
87,0,1,45
88,0,1,44
89,0,1,48
90,0,1,55
91,0,1,40
92,0,1,51
93,0,1,49
94,0,1,41
95,0,1,49
96,0,1,54
97,0,1,50
98,0,1,35
99,0,1,37
100,0,1,51
101,0,1,47
102,0,1,55
103,0,1,42
104,0,1,54
105,0,1,40
106,0,1,52
107,0,1,45
108,0,1,44
109,0,1,50
110,0,1,49
111,0,1,40
112,0,1,31
113,0,1,43
114,0,1,31
115,0,1,51
116,0,1,47
117,0,1,30
118,0,1,28
119,0,1,38
120,0,1,44
121,0,1,41
122,0,1,47
123,0,1,48
124,0,1,37
125,0,1,59
126,0,1,51
127,0,1,45
128,0,1,37
129,0,1,61
130,0,1,30
131,0,1,56
132,0,1,42
133,0,1,44
134,0,1,28
135,0,1,52
136,0,1,48
137,0,1,45
138,0,1,46
139,0,1,37
140,0,1,55
141,0,1,43
142,0,1,45
143,0,1,44
144,0,1,30
145,0,1,43
146,0,1,41
147,0,1,53
148,0,1,50
149,0,1,57
150,0,1,43
151,0,1,38
152,0,1,43
153,0,1,52
154,0,1,50
155,0,1,49
156,0,1,51
157,0,1,35
158,0,1,46
159,0,1,51
160,0,1,40
161,0,1,49
162,0,1,40
163,0,1,48
164,0,1,45
165,0,1,45
166,0,1,43
167,0,1,43
168,0,1,58
169,0,1,41
170,0,1,52
171,0,1,51
172,0,1,51
173,0,1,43
174,0,1,44
175,0,1,54
176,0,1,53
177,0,1,46
178,0,1,41
179,0,1,41
180,0,1,41
181,0,1,47
182,0,1,46
183,0,1,54
184,0,1,40
185,0,1,58
186,0,1,55
187,0,1,46
188,0,1,52
189,0,1,41
190,0,1,48
191,0,1,45
192,0,1,51
193,0,1,40
194,0,1,52
195,0,1,45
196,0,1,41
197,0,1,46
198,0,1,52
199,0,1,42
200,0,1,60
201,0,1,45
202,0,1,54
203,0,1,65
204,0,1,47
205,0,1,56
206,0,1,42
207,0,1,52
208,0,1,46
209,0,1,44
210,0,1,53
211,0,1,50
212,0,1,50
213,0,1,71
214,0,1,47
215,0,1,45
216,0,1,57
217,0,1,62
218,0,1,51
219,0,1,53
220,0,1,53
221,0,1,41
222,0,1,35
223,0,1,42
224,0,1,44
225,0,1,48
226,0,1,66
227,0,1,47
228,0,1,54
229,0,1,41
230,0,1,63
231,0,1,47
232,0,1,38
233,0,1,40
234,0,1,57
235,0,1,47
236,0,1,40
237,0,1,37
238,0,1,40
239,0,1,41
240,0,1,51
241,0,1,52
242,0,1,52
243,0,1,49
244,0,1,50
245,0,1,43
246,0,1,42
247,0,1,45
248,0,1,53
249,0,1,40
250,0,1,48
251,0,1,57
252,0,1,43
253,0,1,48
254,0,1,52
255,0,1,44
256,0,1,43
257,0,1,49
258,0,1,50
259,0,1,41
260,0,1,58
261,0,1,41
262,0,1,46
263,0,1,42
264,0,1,44
265,0,1,52
266,0,1,61
