2 , 181000.0 , 0 , 0
0 , 181000.0 , 0 , 0
2 , 181000.0 , 0 , 0
1 , 421000.0 , 0 , 205446.0
1 , 901000.0 , 0 , 707326.0
7 , 1621000.0 , 1045001.0 , 1414426.0
0 , 1621000.0 , 0 , 1401326.0
9 , 2101000.0 , 1725001.0 , 1904426.0
8 , 2341000.0 , 1723001.0 , 2149426.0
11 , 2341000.0 , 1965001.0 , 2141426.0
8 , 2581000.0 , 1301001.0 , 2387426.0
9 , 2821000.0 , 2443001.0 , 2621426.0
10 , 3061000.0 , 1963001.0 , 2855426.0
10 , 3061000.0 , 2683001.0 , 2843426.0
11 , 3601000.0 , 3406001.0 , 3406001.0
8 , 3781000.0 , 3163001.0 , 3592426.0
10 , 3781000.0 , 3403001.0 , 3584426.0
10 , 4321000.0 , 3929001.0 , 4082426.0
9 , 4681000.0 , 3166001.0 , 4496426.0
10 , 5221000.0 , 4812001.0 , 5026426.0
10 , 5461000.0 , 2471001.0 , 5267426.0
9 , 5461000.0 , 4812001.0 , 5265426.0
11 , 5521000.0 , 4814001.0 , 5264426.0
10 , 5821000.0 , 5624001.0 , 5624001.0
10 , 6421000.0 , 6021001.0 , 6194426.0
12 , 6481000.0 , 6253001.0 , 6253001.0
13 , 6541000.0 , 6281001.0 , 6281001.0
11 , 7141000.0 , 6761001.0 , 6908426.0
9 , 7321000.0 , 3913001.0 , 7140426.0
9 , 7321000.0 , 5623001.0 , 7139426.0
11 , 7801000.0 , 7436001.0 , 7607426.0
12 , 7861000.0 , 7442001.0 , 7592426.0
11 , 8041000.0 , 5343001.0 , 7831426.0
9 , 8041000.0 , 7423001.0 , 7816426.0
11 , 8281000.0 , 6253001.0 , 8096426.0
9 , 8521000.0 , 8143001.0 , 8315426.0
11 , 8521000.0 , 8171001.0 , 8311426.0
10 , 8941000.0 , 8156001.0 , 8724426.0
10 , 8941000.0 , 8640001.0 , 8722426.0
11 , 9241000.0 , 9043001.0 , 9043001.0
9 , 9421000.0 , 9042001.0 , 9237426.0
9 , 9661000.0 , 8626001.0 , 9456426.0
10 , 10021000.0 , 9803001.0 , 9803001.0
11 , 10081000.0 , 9821001.0 , 9821001.0
10 , 10321000.0 , 9043001.0 , 10139426.0
13 , 10741000.0 , 10511001.0 , 10511001.0
9 , 10861000.0 , 10482001.0 , 10643426.0
11 , 10861000.0 , 10483001.0 , 10638426.0
10 , 11101000.0 , 9524001.0 , 10905426.0
12 , 11101000.0 , 10509001.0 , 10902426.0
11 , 11401000.0 , 11210001.0 , 11210001.0
10 , 11521000.0 , 10483001.0 , 11337426.0
10 , 11521000.0 , 11203001.0 , 11324426.0
10 , 12001000.0 , 11624001.0 , 11800426.0
9 , 12241000.0 , 11623001.0 , 12047426.0
12 , 12241000.0 , 11871001.0 , 12011426.0
11 , 12601000.0 , 12401001.0 , 12401001.0
11 , 12721000.0 , 11863001.0 , 12509426.0
12 , 13501000.0 , 13301001.0 , 13301001.0
11 , 13621000.0 , 13273001.0 , 13414426.0
11 , 13921000.0 , 10991001.0 , 13695426.0
10 , 13921000.0 , 13036001.0 , 13689426.0
10 , 14221000.0 , 14023001.0 , 14023001.0
12 , 14221000.0 , 14031001.0 , 14031001.0
11 , 14281000.0 , 14031001.0 , 14031001.0
10 , 14581000.0 , 12398001.0 , 14371426.0
11 , 14881000.0 , 14683001.0 , 14683001.0
12 , 14941000.0 , 14711001.0 , 14711001.0
9 , 15061000.0 , 14023001.0 , 14877426.0
10 , 15061000.0 , 14682001.0 , 14871426.0
9 , 15601000.0 , 15163001.0 , 15372426.0
10 , 15661000.0 , 15165001.0 , 15365426.0
11 , 15721000.0 , 15461001.0 , 15461001.0
9 , 15961000.0 , 14682001.0 , 15773426.0
11 , 16321000.0 , 16125001.0 , 16125001.0
12 , 16381000.0 , 16151001.0 , 16151001.0
9 , 16501000.0 , 16122001.0 , 16317426.0
9 , 16741000.0 , 15857001.0 , 16539426.0
10 , 16981000.0 , 16122001.0 , 16784426.0
11 , 17401000.0 , 16871001.0 , 17208426.0
10 , 17701000.0 , 16622001.0 , 17476426.0
11 , 17701000.0 , 17307001.0 , 17471426.0
12 , 17761000.0 , 17541001.0 , 17541001.0
10 , 18121000.0 , 7424001.0 , 17911426.0
11 , 18121000.0 , 17537001.0 , 17893426.0
8 , 18781000.0 , 18256001.0 , 18596426.0
9 , 19081000.0 , 18673001.0 , 18872426.0
11 , 19561000.0 , 18914001.0 , 19358426.0
10 , 19801000.0 , 16868001.0 , 19598426.0
10 , 19801000.0 , 18913001.0 , 19596426.0
12 , 19801000.0 , 19423001.0 , 19591426.0
9 , 20221000.0 , 19907001.0 , 20002426.0
9 , 20701000.0 , 20322001.0 , 20504426.0
11 , 20701000.0 , 20323001.0 , 20480426.0
11 , 21061000.0 , 20831001.0 , 20831001.0
11 , 21181000.0 , 19220001.0 , 20997426.0
10 , 21181000.0 , 20803001.0 , 20987426.0
10 , 21421000.0 , 18687001.0 , 21240426.0
