0.0	866.0
0.01	866.0
0.02	866.0
0.03	866.0
0.04	866.0
0.05	866.0
0.06	866.0
0.07	866.0
0.08	866.0
0.09	866.0
0.1	866.0
0.11	866.0
0.12	866.0
0.13	866.0
0.14	866.0
0.15	866.0
0.16	866.0
0.17	866.0
0.18	866.0
0.19	866.0
0.2	866.0
0.21	866.0
0.22	866.0
0.23	866.0
0.24	866.0
0.25	866.0
0.26	866.0
0.27	866.0
0.28	866.0
0.29	866.0
0.3	866.0
0.31	866.0
0.32	866.0
0.33	866.0
0.34	866.0
0.35	866.0
0.36	866.0
0.37	866.0
0.38	866.0
0.39	866.0
0.4	866.0
0.41	866.0
0.42	866.0
0.43	866.0
0.44	866.0
0.45	866.0
0.46	866.0
0.47	866.0
0.48	866.0
0.49	866.0
0.5	866.0
0.51	866.0
0.52	866.0
0.53	866.0
0.54	866.0
0.55	866.0
0.56	866.0
0.57	866.0
0.58	866.0
0.59	866.0
0.6	866.0
0.61	866.0
0.62	866.0
0.63	866.0
0.64	866.0
0.65	866.0
0.66	866.0
0.67	866.0
0.68	866.0
0.69	866.0
0.7	866.0
0.71	866.0
0.72	866.0
0.73	866.0
0.74	866.0
0.75	866.0
0.76	866.0
0.77	866.0
0.78	866.0
0.79	866.0
0.8	866.0
0.81	866.0
0.82	866.0
0.83	866.0
0.84	866.0
0.85	866.0
0.86	866.0
0.87	866.0
0.88	866.0
0.89	866.0
0.9	866.0
0.91	866.0
0.92	866.0
0.93	866.0
0.94	866.0
0.95	866.0
0.96	866.0
0.97	866.0
0.98	866.0
0.99	866.0
