0.0	406.0
0.01	406.0
0.02	406.0
0.03	406.0
0.04	406.0
0.05	406.0
0.06	406.0
0.07	406.0
0.08	406.0
0.09	406.0
0.1	406.0
0.11	406.0
0.12	406.0
0.13	406.0
0.14	406.0
0.15	406.0
0.16	406.0
0.17	406.0
0.18	406.0
0.19	406.0
0.2	406.0
0.21	406.0
0.22	406.0
0.23	406.0
0.24	406.0
0.25	406.0
0.26	406.0
0.27	406.0
0.28	406.0
0.29	406.0
0.3	406.0
0.31	406.0
0.32	406.0
0.33	406.0
0.34	406.0
0.35	406.0
0.36	406.0
0.37	406.0
0.38	406.0
0.39	406.0
0.4	406.0
0.41	406.0
0.42	406.0
0.43	406.0
0.44	406.0
0.45	406.0
0.46	406.0
0.47	406.0
0.48	406.0
0.49	406.0
0.5	406.0
0.51	406.0
0.52	406.0
0.53	406.0
0.54	406.0
0.55	406.0
0.56	406.0
0.57	406.0
0.58	406.0
0.59	406.0
0.6	406.0
0.61	406.0
0.62	406.0
0.63	406.0
0.64	406.0
0.65	406.0
0.66	406.0
0.67	406.0
0.68	406.0
0.69	406.0
0.7	406.0
0.71	406.0
0.72	406.0
0.73	406.0
0.74	406.0
0.75	406.0
0.76	406.0
0.77	406.0
0.78	406.0
0.79	406.0
0.8	406.0
0.81	406.0
0.82	406.0
0.83	406.0
0.84	406.0
0.85	406.0
0.86	406.0
0.87	406.0
0.88	406.0
0.89	406.0
0.9	406.0
0.91	406.0
0.92	406.0
0.93	406.0
0.94	406.0
0.95	406.0
0.96	406.0
0.97	406.0
0.98	406.0
0.99	406.0
